"rank","slug","source","n_jobs","top_titles","sample_description","industry","confidence"
"1288","kaman-corporation","linkedin","15","CNC Machinist | Debur Finisher | Inspector II - 1st Shift | Inspector IV - Night Shift | Skilled CNC Machinist IV - 1st Shift","CNC Machinist Requisition ID 2024-8296 Category Machinists Segment Kaman Aerospace Shift Shift 1 # of Openings 1 Posted Date 18 hours ago (4/5/2024 11:47 PM) Overview Kaman Composites Vermont in Bennington Vermont has an opening for a CNC Machinist. Will set up and run jobs on 3, 4 and 5-axis CNC machines performing close tolerance finishing operations on assigned parts per established production ","defense_aerospace","high"
"1289","langdock","ashby","15","Account Executive - AI & Enterprise Solutions | Partnership Manager | AI Marketing Operations | Brand Design | Product Marketing","Help Us Change the Way the World Works Build something that matters. Langdock exists to change the way the world works, bridging the gap between what technology can do and what people actually do with it. We bring all leading AI models into one secure, model-agnostic platform and make them usable across entire organizations. Over 6,000 companies use our platform every day, from fast-growing startu","tech_software_internet","high"
"1290","ledger","ashby","15","Senior Software Architect, Blockchain & DeFi | Senior Delivery Manager | Managed Services Operations Manager | Channel Marketing APAC & US (f/m) | Senior Front-end Engineer - Platform","About Ledger We’re a team of experts pushing the limits of what’s possible, united by our common goal to unlock true freedom through digital ownership, making technology accessible for all. We believe in a world where users, creators and enterprises manage their value with ownership and freedom. Our curiosity drives us to innovate, empowering individuals on a global scale. We believe change is con","finance_fintech","high"
"1291","lennox","linkedin","15","Brand/Product Manager III | Sr. Manager, Regional Operations | Service Technician | Manufacturing Quality Engineer II | RDC/LDC Inventory Control Clerk Lead-RES","Company Profile Lennox National Account Services (NAS), wholly owned by Lennox International, a 120+ year old company and a world leader in the Heating, Ventilation and Air Conditioning (HVAC) industry. NAS is a major, national player in the Commercial Heating Ventilating and Air Conditioning (HVAC) maintenance and service industry. We have 100+ offices throughout the continental United States and","manufacturing","high"
"1292","levelaccess","greenhouse","15","Accessibility Consultant | Account Executive, Commercial | Account Executive - Enterprise | Field Marketing Manager, EMEA | HRIS Specialist","Our HR systems are more than operational tools—they are foundational to how we support, serve, and care for our people. The HRIS Specialist – Dayforce plays a critical role in enabling accurate, secure, and data-informed people operations through the thoughtful stewardship of our Dayforce platform. Reporting to the Senior Manager, People Operations, this role serves as the primary Dayforce adminis","tech_software_internet","high"
"1293","liberty-personnel-services-inc","linkedin","15","Construction Manager | Civil Site Design Engineer | Civil Wastewater Engineer | Senior Accountant | Structural Engineer Concrete","Job Details: MAINTENANCE MANAGER 115K/YEAR My client, a leading manufacturer is looking to fill a Maintenance Manager role. Experience with departmental budgetSpearheaded capital projects in high-speed manufacturingManage multiple direct reportsExcellent communication and listening skillsSafety Leader Please email resume along with salary requirement to dee@libertyjobs.com. Dee Song | Liberty Pers","consulting_professional_services","high"
"1294","lumafield","lever","15","Backend Software Engineer | Chief Information Security Officer (CISO) | Customer Success Manager | Customer Success Manager - Electronics | Customer Success Manager, Scaled Accounts","About Lumafield: Lumafield was founded in 2019 to upgrade manufacturing. We are engineers with deep experience across the product development cycle, from initial ideas to shipping hardware, across industries and specializations, who became frustrated by the cost and complexity of modern manufacturing. So we decided to upgrade it. Engineers make million-dollar decisions every day, and they need too","tech_software_internet","high"
"1295","madisonlogicinc","greenhouse","15","Account Executive - New Business | Account Executive - New Business (EMEA) | Architect | Compliance Manager | Data Protection Officer","Our Blueprint (Company Overview) At Madison Logic, we turn buyer uncertainty into confident action. Using data-driven insights and strategic expertise, we help marketers align every decision-maker, in every buying group, at every stage of the journey. We meet buyers wherever they are, navigating today’s non-linear decision paths to keep marketers ahead. By combining data-rich strategy with multi-c","tech_software_internet","high"
"1296","mammothbrands","greenhouse","15","Advanced Manufacturing Engineer | Creative Project Manager (Lume & Mando) | Customer Experience Associate | Director, Talent Acquisition | Director, UX","About Mammoth Brands Mammoth Brands (formerly Harry’s Inc.) is the modern CPG company behind brands Harry’s, Flamingo, Lume, Mando, and Coterie. We’re building a new model—and home—brands, founders, and talent looking to solve unmet needs, improve peoples’ lives, and ultimately challenge the status quo. Our mission is to “Create Things People Like More.” Simply put: everything we do should be bett","consumer_brands","high"
"1297","marvelfusion","greenhouse","15","AI Venture Development Intern (f/m/x) | Control Systems Software Engineer (f/m/x) | Electrical Engineer - High voltage (f/m/x) | Electrical/Mechatronics Engineer Intern | Internship - Strategic Growth (f/m/x)","Who we are Founded in 2019, Marvel Fusion is Europe’s leading fusion energy company, uniting 75 scientists, engineers, and entrepreneurs across our locations in Munich and Colorado . &nbsp; Backed by over €385 million in public and private funding, we’re driven by a shared mission: to deliver clean, abundant energy to the world. &nbsp; Why Marvel Fusion By joining us, you will be: Solving one of t","energy_utilities","high"
"1298","matter-intelligence","ashby","15","Junior Geospatial Data Scientist (Pipeline & Algorithm Focus) | Hyperspectral UAV Pilot | Electro Mechanical Technician | Early Career Systems Engineer | Senior Optical System Engineer","Test Engineer About Matter Intelligence Matter Intelligence is building the future of vision AI: pairing a world-first sensor that sees molecular chemistry, temperature, and 3D shape with a Large World Model — the most powerful intelligence engine for the physical world. Our team has delivered technologies to Mars for NASA/JPL, co-founded infrastructure for OpenAI, designed sensors for U.S. Defens","tech_software_internet","medium"
"1299","merrick-company","linkedin","15","Instrumentation & Controls Engineer II | Senior Electrical Engineer | Architectural Designer | Instrumentation & Controls Engineer III | Electrical Engineer III","Overview Merrick & Company is seeking an experienced Registered Architect to lead projects in our Greenwood Village, CO, Albuquerque, NM, Chamblee, GA and Merritt Island, FL offices. Client projects for this position require U.S. Citizenship. Candidates that have a desire for personal and professional growth, a well-defined understanding of design and construction document processes, and adaptabil","consulting_professional_services","high"
"1300","metergysolutions","lever","15","Account Executive | Billing Analyst (Utilities) | Business Intelligence Manager | Client Success Manager | Corporate Communications & Events Specialist","About Metergy Solutions, LLC. (“Metergy”) Metergy has the energy, rapid growth and excitement of a startup, together with a rock-solid, recession-proof business that has a 45 year track record. We’re a technology company that drives huge carbon emission reductions. This is a once-in-a-career opportunity. As one of North America’s most experienced submetering providers, Metergy has brought turnkey ","energy_utilities","high"
"1301","miovision","ashby","15","Senior Account Executive, Intelligent Transportation Systems | Senior Account Executive – Intelligent Transportation Systems | Total Rewards Manager | Director, Product Management | Field Solutions Engineer - Intelligent Transportation Systems","Miovision is a global industry leading company providing agencies and organizations modern tools to improve today’s traffic problems. We offer solutions that collect multimodal traffic data and uncover actionable insights, helping organizations get more out of their road network. The result: streets capable of moving more people – safely and efficiently – whether they are in a car, on a bus, on a ","tech_software_internet","high"
"1302","mithrl","ashby","15","Business Development Representative | New Grad - Entry Level Sales Development Representative | Account Executive | Senior Software Engineer | Product Marketing Lead","About Mithrl We envision a world where novel drugs and therapies reach patients in months, not years, accelerating breakthroughs that save lives. Mithrl is building the world’s first commercially available AI Co-Scientist—a discovery engine that empowers life science teams to go from messy biological data to novel insights in minutes. Scientists ask questions in natural language, and Mithrl answer","tech_software_internet","low"
"1303","ml-outsourcing-services-private-limited","linkedin","15","CMMS | Regulatory Affairs Project Leader | Patient Engagement Project Manager | Healthcare Project Manager | Marketing/Design/Sales - Commercial Marketing Specialist IV","Please find the job details below: Role: Analytics ConsultantLocation: Charlotte, NC / Dallas, TX / Phoenix/Chandler, AZ / San Francisco Bay Area, CA (Hybrid model – 3 days onsite / 2 days remote each week from the start, No scope for 100% or initial remote work at all)Contract: 18+ months Job Description: Consult on complex initiatives with broad impact and large-scale planning for Analytics. Rev","consulting_professional_services","high"
"1304","mode-fair-sdn-bhd","jobstreet","15","Penetration Tester | Software QA Analyst (Manual Testing) | Machine Learning Engineer | Business System Analyst | HR Executive","[Category: Human Resources & Recruitment / Consulting & Generalist HR] Responsibilities Primary Duties: 180 Recruitment: Engage in comprehensive recruitment activities for ModeFair and its affiliated entities, including cold calling, candidate sourcing, conducting initial interviews, candidate qualification, management through the Applicant Tracking System (ATS), and networking with potential cand","consulting_professional_services","high"
"1305","moment","ashby","15","Front End / Full Stack Engineer | Distributed Systems Engineer | Product Designer | Design Engineer | Strategy & Ops Leader","Researcher Build the future of investment management with us The infrastructure managing $300 trillion in assets was built in the 90s. Now, all of it is up for grabs. The winner of the AI era of investment management will be a $100B+ company. We intend to be that company. To get there, we're assembling the most talent-dense startup in New York. We hire people who are 1) exceptional, 2) allergic to","tech_software_internet","medium"
"1306","monstro","greenhouse","15","Chief Product Officer | Content Manager, GTM | Delivery Analyst | Delivery Manager - Client Implementation | General Counsel","About Monstro Monstro is the operating system for governed financial intelligence. We build governance and intelligence infrastructure that enables artificial intelligence to operate safely, explainably, and at institutional scale. We exist because the level of financial guidance historically available to a small group should be accessible to many more people. By combining AI with deep institution","tech_software_internet","medium"
"1307","nelly","ashby","15","Business Development Manager:in | Installation Engineer | Senior Engineering Manager - Integrations | Sales Manager:in | Platform Product Manager","Wir suchen eine:n Sales Manager:in für unseren Standort in Berlin, der/die aktiv neue Kund:innen gewinnt und das Wachstum von Nelly konsequent vorantreibt. Was dich in der Rolle als Sales Manager:in erwartet Als Sales Manager:in qualifizierst du neue Leads, sprichst gezielt Entscheider:innen an und führst den Sales-Prozess von der ersten Kontaktaufnahme bis zum Abschluss. Du erkennst Wachstumspote","finance_fintech","medium"
"1308","nelo","ashby","15","Data Scientist (NYC, L5/L6) | Credit Risk Mgr/Dir | Senior Software Engineer | Senior Software Engineer (CDMX) | Data Scientist (Machine Learning)","CX Team Lead You'll own agent performance, quality, and coaching for the CX team at one of Mexico's fastest-growing fintechs. Nelo's CX operation has scaled fast. The team handles a product that touches credit, payments, and e-commerce across millions of transactions. At this size, the work splits naturally: someone needs to own CX strategy, hiring, cross-functional work, and team direction. And s","finance_fintech","high"
"1309","newsweek","greenhouse","15","Associate News Editor | Business Development Manager, Programmatic Demand Partnerships | Director, Marketing and Sales Strategy | Editor, Subscriber Content | Head of Consumer Social","Newsweek is the global media organization that has earned audience time and trust for more than 90 years. Newsweek reaches 100 million people each month with thought-provoking news, opinion, images, graphics, and video delivered across a dozen print and digital platforms. Headquartered in New York City, Newsweek also publishes international editions in EMEA and Asia.&nbsp; &nbsp; News Editor, News","media_entertainment","high"
"1310","nextiva","greenhouse","15","Business Development Representative | Channel Marketing Specialist | Customer Care Specialist (Retention) | Customer Expansion Account Executive (Small Business) | Customer Support Representative (M-F/Night Shift)","Redefine the future of customer experiences. One conversation at a time. At Nextiva, we’re reimagining how businesses connect, bringing together customer experience and team collaboration on a single, conversation centric platform. Powered by AI, driven by human innovation. Our culture is forward thinking, customer obsessed and built on the belief that meaningful connections drive better business ","tech_software_internet","high"
"1311","novacredit","greenhouse","15","Chief Technology Officer | Growth Marketing Lead | Head of Lending | Manager, Recruiting & Talent (6-month fixed term) | Product & Data Analytics - Fixed Term (with expected conversion to permanent)","Nova Credit is a credit infrastructure and analytics company that enables businesses to grow responsibly through alternative credit data. The company leverages its unique data infrastructure, industry-leading analytics &amp; FCRA-compliance to help lenders grow responsibly. Nova Credit plugs the gaps in the legacy credit bureaus through connectivity into the fragmented universe of consumer data an","finance_fintech","high"
"1312","ns-bluescope-malaysia-sdn-bhd","jobstreet","15","Country Credit Manager | Talent Acquisition Specialist | Mechanical Day Technician | Key Account Manager | Customer Service Executive","[Category: Manufacturing, Transport & Logistics / Machine Operators] To ensure high pressure steam boiler is operating and running in good condition at all times. Responsibilities: 1. Ensure high pressure steam boiler is operating and running in good condition at all times. 2. Keep an accurate and complete log entry of the boiler operation in the log book. 3. Ensure pressure and temperature are wi","manufacturing","high"
"1313","ntconcepts","greenhouse","15","Data Scientist | Geospatial Systems Engineer | Hardware Technician | Java API Developer | Machine Learning Engineer","Working at NT Concepts &nbsp;means that you are part of an innovative, agile company dedicated to solving the most critical challenges in National Security.&nbsp;We’re&nbsp;looking for the best and the brightest to join us in supporting this mission. If meaningful work, initiative, creativity, and continuous self-improvement are important to your career, join our growing team and discover What's N","defense_aerospace","high"
"1314","numagroupgmbh","greenhouse","15","Associate General Counsel (m/f/d) | Corporate FP&A Manager (m/f/d) | Global Sales Director DACH (m/f/d) | Global Sales Director, Western Europe (m/f/d) | Guest Experience Host - Florence (m/f/d)","ABOUT NUMA Hey there! We’re Numa, a forward-thinking hospitality brand redefining how people discover cities. We create spaces where simplicity meets innovation, offering thoughtfully designed rooms, studios, and apartments in the heart of Europe’s most vibrant neighbourhoods. We’re not just transforming the guest experience—we’re revolutionizing the hospitality industry from the inside out. Our c","hospitality_food_service","high"
"1315","nvent","linkedin","15","Sr. Automation Engineer | CNC Machine Operator - 2nd Shift | Machine Operator Lead - 3rd Shift | Assembly Operator Lead | Logistics Material Handler","We’re looking for people who put their innovation to work to advance our success – and their own. Join an organization that ensures a more secure world through connecting and protecting our customers with inventive electrical solutions. Company Overview nVent is a $2.1 billion, high-performance electrical company with a dedicated team of 9,000 people and trusted brands such as CADDY, ERICO, HOFFMA","manufacturing","high"
"1316","nymbusinc","greenhouse","15","AI-First Product Owner (multiple roles) | AI-First Software Engineer (Entry Level, multiple roles open) | Android Mobile Developer | Applied AI Analyst (Multiple Roles Across Functions) | Chief Information Security Officer (CISO)","Nymbus (https://nymbus.com/) is a high growth fintech company that enables financial institutions to transform their capabilities and drive value in today’s digital finance world. At Nymbus, we believe when you set off on the path to innovation you should feel excitement and confidence, not fear and dread. With Nymbus we are bringing delight back into the banking process. We want our partners to b","finance_fintech","high"
"1317","nys-office-for-people-with-developmental-disabilities","linkedin","15","Program Operations Specialist 1 | Licensed Practical Nurse (NY HELPS) | Psychologist 1/2 (NY HELPS) | Registered Nurse 1 (NY HELPS) | Direct Support Assistant (NY HELPS)","Minimum Qualifications MINIMUM QUALIFICATIONS: Candidates must be reachable for appointment from the current Civil Service eligible list. Transfer Opportunity for Psychologist 2: Candidates must have one year of permanent service as a Psychologist 2 and be eligible for lateral transfer; OR be in a title deemed appropriate for transfer via Section 70.1 of the Civil Service Law. Provisional Appointm","public_sector_government","high"
"1318","olaplexcareers","greenhouse","15","Account Manager, Southern EU (Remote Role - Spain) | Account Manager, Specialty (Contract Role - New York) | Account Manager, Specialty (Hybrid Role - New York) | Associate Manager, Global Brand Marketing (Hybrid Role - New York) | Associate Manager, Global Logistics (Hybrid Role - New York)","OLAPLEX, a category-defining leader in prestige hair care, continuously seeks talented individuals to join in our mission to transform foundational hair health and deliver great hair days today, tomorrow, and for years to come. As the original bond builder, we are dedicated to fostering a culture that celebrates the bonds within our teams. OLAPLEX elevates individuals from all backgrounds with the","consumer_brands","high"
"1319","olipop","greenhouse","15","Area Sales Manager, New York City | Area Sales Manager, Phoenix | Category Analyst | Director of Sales, Central | Field Marketing Manager (Central)","ABOUT OLIPOP At OLIPOP, we’re on a mission to positively impact consumer health at scale. And we’re doing it through something simple: soda. But not just any soda, a new kind of soda: one that’s delicious, refreshing, and actually good for you. This mission is deeply personal for our CEO, Co-Founder, and Formulator, Ben Goodwin. Like many of us, Ben grew up consuming the Standard American Diet: lo","consumer_brands","high"
"1320","optimove","greenhouse","15","Account Executive | Account Executive- APAC | Backend Developer - Data-Oriented | Data Engineer | Engineering Team Leader","At Optimove, we believe people are capable of more than a single job description. You’re not hired just to fill a position- you’re empowered to shape it, grow it, and make it your own. We call this being Positionless. And Positionless isn’t just our culture. It’s our product. Optimove is the creator of Positionless Marketing, an AI-powered platform that gives every marketer the power to analyze, c","tech_software_internet","high"
"1321","orbaerospace","lever","15","Autonomous Resilient Communications - Full-Time Technician | Autonomous Resilient Communications (Embedded Robotics / Tactical Communications | Chief of Staff | Commander of the Orb Guard | Cracked Engineers","US Citizen or Permanent Resident In-Person Starts Immediately 5+ Years’ Experience Req. Successful Program Experience Join us in retuning to a 1940’s design cadence, reducing the cycle time for aircraft design, build and fly – Integrating advanced design tools and experimenting with unconventional planforms. We are reindustrializing the Midwest as Michigan’s first airframe prime since the Second W","defense_aerospace","high"
"1322","otis-elevator-co","linkedin","15","Electro-Mechanical Assembler | MOD Sales Rep. | Sr Associate, New Equipment Project Management - US West | Manager, Maintenance Field Operations | Sr Associate, Account Management","Date Posted: 2024-03-24 Country: China Location: LOC3399: Room C,3rd Floor, Jinying Building,No.16 of Xinghai Street,Industrial Park District Job Title MOD Sales Rep. Role Overview Would you like to join a truly international, talent driven company that values Safety, Ethics, Quality, Innovation, Diversity and Employee Opportunity? Otis is growing and we are recruiting a MOD Sales Rep. This role h","manufacturing","high"
"1323","otis-elevator-company-s-pte-ltd","jobstreet","15","Payroll Specialist (Hong Kong, Taiwan, Macao) - 1 Year Contract | Payroll Officers (Australia, New Zealand and Pacific Islands) | HR Shared Services Associates - Korean Speaking | Talent Acquisition Coordinator, ANZ & SEA (Contract Role) | Lift and Escalator Technicians (Penang Island)","[Category: Trades & Services / Technicians] About Otis At Otis, it’s our people that make us different. Join the Otis family where collaboration, innovation, and empowerment help each individual and the company reach new heights. Come and join OTIS today and be part of the Forbes 2023 World's Best Employers ! What you will be doing Fulfill all of the duties as prescribed under regulations 31 (5) o","manufacturing","high"
"1324","pactiv-evergreen-inc","linkedin","15","Senior Manufacturing Process Engineer | Maintenance Supervisor | Senior Process Technician | Process Technician | Equipment Service Technician","Overview LTO| HIRING IMMEDIATELY |Davisville, WV Available Shift 6AM- 2:30PM APPLY ONLINE! Compensation Starting pay rate is competitive and weekly! Eligible for annual & skill-based wage increases Eligible for monthly bonus based upon plant productivity* Benefits Medical (Comprehensive PPO, two HRA Plans and an HSA plan) Dental (basic and comprehensive coverage) Vision (basic and premier coverage","manufacturing","high"
"1325","panasonic-malaysia-sdn-bhd","jobstreet","15","SALES ASSISTANT MANAGER (Kuantan branch) | PROJECT SALES ENGINEER | ASSISTANT MANAGER - ACCOUNTS RECEIVABLE AND CREDIT CONTROL | HUMAN RESOURCE EXECUTIVE | SALES EXECUTIVE (JOHOR BAHRU)","[Category: Marketing & Communications / Direct Marketing & CRM] PANASONIC MALAYSIA IS LOOKING FOR A CRM SPECIALIST Seniority Level: Senior Executive Function: Customer Relationship Management (CRM) Salary Range: Competitive Salary Package + Monthly Performance Incentive + Fixed Allowance Location: Petaling Jaya ROLE OBJECTIVES We're dedicated to transforming how we connect with our customers. Our ","consumer_brands","high"
"1326","phantom","ashby","15","Senior Software Engineer, Frontend | Senior Data Scientist | Staff Product Designer | Staff Engineer, Full Stack (Agentic Trading) | Staff Software Engineer (SRE)","Phantom is the modern money app used by tens of millions around the world. Our product combines everything people need to manage, spend, and grow their money in one simple, intuitive experience. Phantom brings all the control and flexibility of crypto-powered finance, without unnecessary complexity, into mainstream consumer finance. By combining industry-leading security with thoughtfully designed","finance_fintech","high"
"1327","photoroom","ashby","15","Business Development Representative | Head of Enterprise Marketing | Senior Product Analyst | Marketing Operations Manager | Growth Operations Manager","About us Founded in 2019 and part of Y Combinator's 2020 cohort, Photoroom is the leading visual solution for e-commerce. We've raised Series B funding and reached 300+ million users worldwide, processing over 5 billion images annually and serving both small businesses and major enterprises like Amazon, DoorDash, and Decathlon through our mobile app, web platform, and API. We're a remote-friendly ","tech_software_internet","high"
"1328","pindropsecurity","greenhouse","15","Account Manager | Customer Marketing Manager | GTM Systems Platform Specialist | Lead Marketing Web Engineer/Developer | Manager, Information Security","Who We Are Pindrop is the Real Human + Right Human® Identity Trust Platform for the AI era. As AI-driven fraud and deepfakes erode trust in digital communication, Pindrop delivers continuous identity verification and deepfake detection across voice, video, and digital interactions in real time. Enterprises rely on Pindrop to secure billions of high-risk customer interactions each year, including t","tech_software_internet","high"
"1329","posthog","ashby","15","Technical Ex-Founder | Backend Engineer — Ingestion | Technical Customer Success Manager | Technical Account Manager | ClickHouse Operations Engineer","About PostHog We're shipping every product that companies need to run their business from their first day, to the day they IPO, and beyond. The operating system for folks who build software. We started with open-source product analytics, launched out of Y Combinator's W20 cohort . We've since shipped more than a dozen products , including: A built-in data warehouse , so users can query product and","tech_software_internet","high"
"1330","presidentssummit","greenhouse","15","Business Trainee | Commercial Intern | Event Koordinator (frivillig) | Event Manager (frivillig) | Event Manager (volunteer)","Volunteer Do you want to expand your network with 4,500+ leaders, entrepreneurs, investors, celebrities and politicians plus develop your skills in leadership? Now is your chance! We offer the opportunity to join the 2025 Presidents Summit Volunteer Programme. We are looking for ambitious and talented people, who want to be a part of a team of 100+ peers and help us build, run and deliver Northern","media_entertainment","medium"
"1331","prosper","lever","15","Assistant General Counsel | Operations System Administrator | Product Manager (Customer Service Tools) | Quality Specialist | Sr. Credit Risk Analyst","Your role in our mission At Prosper, we're building the technology that makes borrowing simpler, faster, and more transparent. Our vision is to advance financial well-being by democratizing access to credit -- meeting people wherever they are, on any device. We're looking for exceptional talent to help us get there. As a Senior Frontend Engineer on the Personal Loans team, you will own the borrowe","finance_fintech","high"
"1332","prudent-technologies-and-consulting-inc","linkedin","15","IAM Architect(100% Remote) | Unity 3D Developer with CAD/CAM Expertise | SQL Database Administrator | PKI solutions Consultant | Identity Management Consultant - SailPoint IIQ","Required skills Accountable for translating private cloud implementation into a well-defined blueprint that uses Cloud Security Products to enhance IT security. Understands the vision and enabler to autonomously cater to user needs.Strong understanding of identity and access management, including mitigating credential theftLeading a team of IAM, network structuring, and enhancing the self-service ","consulting_professional_services","high"
"1333","purposemed","greenhouse","15","Director of Partner Success (Canada) | Director of Partner Success (USA) | Engineering Manager | Expression of Interest (Canada) | Expression of Interest (USA)","About us: PurposeMed is a Canadian-founded healthtech company established in 2019 with a mission to improve access to complex care for underserved communities. We’ve combined our clinical roots with a drive to scale, and now our exceptional team provides specialized care to thousands of patients every month. PurposeMed consists of three complex care business units: Freddie, Frida, and Foria, and p","healthcare_provider","high"
"1334","quanata","greenhouse","15","Actuary [Remote-US] | Cloud Enablement Engineer [Remote-US] | Join our Talent Community! | People Operations Specialist [Remote-US] | SDET [Remote-US]","To help keep everyone safe, we encourage all applicants to pay close attention to protect themselves during their job search. When applying for a position online you are at risk of being targeted by malicious actors looking for personal data. Please be aware we will only reach out via email using the domain quanata.com. Anything that does not match those domains should be ignored and considered a ","finance_insurance","high"
"1335","railway-assets-holding-sdn-bhd","jobstreet","15","Assistant Vice President of Human Capital | Senior Project Manager – RFP/ Property Development | Auditor Executive | Human Capital Executive | Chief Commercial Officer","[Category: CEO & General Management / General/Business Unit Manager] We pride ourselves on innovation, sustainability, and excellence. We are seeking a visionary and experienced Vice President of Infrastructure to lead our projects. Key Responsibilities: -Strategic Leadership: Develop and execute strategic plans for the infrastructure division, ensuring alignment with the company's long-term goals","transportation_logistics","medium"
"1336","randstad-life-sciences-us","linkedin","15","Quality Control Specialist | Biopharmaceutical Manufacturing Production Specialist | Document and Records Management Specialist | Sr. Manager, Outsourcing and Contracts | Compliance Specialist (Regulatory & Pharmacovigilance)","7 Month ContractBillerica, MAPR: $40-50/hour Job SummaryProvide scientific support and apply technical expertise to the QC Tech Group laboratory department as well as other functional areas within the organization to ensure quality, compliance and efficiency in QC laboratory performance. Job ResponsibilitiesSubject matter expertise in equipment qualifications and tech transfer projects.Highly expe","consulting_professional_services","high"
"1337","rdo-equipment-co","linkedin","15","Product Specialist Manager | Payment Processing Supervisor | Access Your Future Service Intern | Equipment Detailer | Field Service Diesel Technician","This individual will provide leadership in motivating, managing, and evaluating Service Technicians. The Service Manager will efficiently coordinate, schedule, and manage Service Technician’s time, while maintaining the work order process. This role will also communicate with the customer in regards to quotes, job status, and scheduling. This management role will coordinate activities with other d","automotive","medium"
"1338","remarcable-inc","ashby","15","Software Engineer (Full Stack) | Full Stack Developer (Student Co-op) | Senior DevOps Engineer | Account Executive | Business Development Representative","Remarcable is purpose-built for trade contractors, helping them manage procurement, tools, and warehouse operations with unmatched visibility and control. Remarcable As we scale across North America, data is at the core of how we deliver on that promise. As our Data Engineer, you'll build and maintain the AWS Lakehouse infrastructure, ELT pipelines, and data models that power decisions across our ","tech_software_internet","high"
"1339","researchinnovations.com","lever","15","Cyber Test Engineer (Cyber259) | DoW SkillBridge Vulnerability Researcher (Cyber199) | Multimedia Producer & Motion Designer (Corp206) | Principal Radio Frequency Engineer (EWS111) | Production Lab Manager (EWS112)","Position Title: Radio Frequency Integration Engineer II Location: Onsite at Aberdeen Proving Grounds Clearance Requirement: Top Secret/SCI Employment type: Full Time Research Innovations, Inc. (RII) is breaking through the big, slow, status quo with transformative technology that fundamentally changes and improves the world. We develop cutting-edge software for all levels of the government and mil","defense_aerospace","high"
"1340","rev-group-inc","linkedin","15","Technician Maintenance II | Painter III | Material Handler I | Assembler I | Finisher (Sand and Buff)","Additional Locations: Requisition ID: 21565 REV-O is the manufacturer of two industry-leading ambulance brands that build Type 1, Type 2, Type 3, and medium-duty models: Road Rescue & Wheeled Coach. With a legacy and passion to deliver mission-critical durability, our ambulances are born to perform under the most demanding conditions—and built to be as unbreakable as the spirit of those we serve. ","automotive","high"
"1341","rich-products-corporation","linkedin","15","Quality Assurance Coordinator | Senior Fulfillment Analyst | Casting Associate- 2nd shift | Casting Associate- 1st shift | Material Handler- Production 2nd shift","Rich’s, also known as Rich Products Corporation, is a family-owned food company dedicated to inspiring possibilities. From cakes and icings to pizza, appetizers and specialty toppings, our products are used in homes, restaurants and bakeries around the world. Beyond great food, our customers also gain insights to help them stay competitive, no matter their size. Our portfolio includes creative sol","agriculture_food_production","high"
"1342","ricoh-malaysia-sdn-bhd","jobstreet","15","Sales Operations Manager | Sales Executive (Fresh Graduate Welcome to apply) - Based in Sungai Petani | Customer Admin Officer | Strategic Account Manager (IT Solutions) | Executive, Warehouse","[Category: Information & Communication Technology / Consultants] What is your role: Responsible for designing technical solutions and product positioning. Prepare and ensure solution offered able to meet customers’ requirements with competitive edge and differentiation. Responds to RFQ/RFPs, presentations, and demos. Face to face engagement (on-site support) with Customer to provide Technical and ","consumer_brands","medium"
"1343","rithumliboard","greenhouse","15","Advertising Paid Search Strategist - Ecommerce | Benefits & Payroll Specialist, EMEA & APAC | Client Success Manager | Director, Product Operations & Planning | Director, Services Operations & Planning","Rithum™ is the world’s most trusted commerce network, accelerating how brands, suppliers, and retailers work together to deliver seamless e-commerce experiences. We provide an unmatched platform for brands and retailers, enabling them to accelerate growth, optimise operations across channels, scale product offerings and enhance margins. Today, more than 40,000 companies trust Rithum to grow their ","tech_software_internet","high"
"1344","ritual","greenhouse","15","Controller | Core Protocol Engineer | Developer Experience Engineer | Distributed Systems Engineer | Don't see a role that fits?","About Ritual&nbsp; Ritual is building a sovereign, execution layer for AI, with our private testnet already live and running. The Ritual chain is the first blockchain custom-built to support AI-native operations, designed from the ground up to enable a new class of applications at the intersection of crypto and AI. Our first product, Infernet, is pioneering new ground as the first solution to enab","tech_software_internet","medium"
"1345","roche","linkedin","15","Manufacturing Technical Specialist | Lab Assistant | Global Study Lead | Vice President, Roche Support Network (RSN) | Technical Product Manager - Bioinformatics","Roche fosters diversity, equity and inclusion, representing the communities we serve. When dealing with healthcare on a global scale, diversity is an essential ingredient to success. We believe that inclusion is key to understanding people’s varied healthcare needs. Together, we embrace individuality and share a passion for exceptional care. Join Roche, where every voice matters. The Position A he","healthcare_pharma_biotech","high"
"1346","rocketlawyer","greenhouse","15","AI/ML Intern | AI/ML Software Engineer | AI UX Conversational Analyst Intern | Business Intelligence Analyst Intern | Contract Attorney: Paid Legal Services","About Rocket Lawyer &nbsp; We believe everyone deserves access to affordable and simple legal services. Founded in 2008, Rocket Lawyer is the largest and most widely used online legal service platform in the world. With offices in North America, South America, and Europe, Rocket Lawyer has helped over 30 million people create over 50 million legal documents, and get their legal questions answered.","legal_services","high"
