slug,industry,confidence
equipment-doctor-services,manufacturing,medium
europ-assistance,finance_insurance,high
everbank,finance_banking,high
eversana-intouch,media_entertainment,high
everself,healthcare_provider,high
everstreamanalytics,tech_software_internet,high
evidentid,tech_software_internet,high
evonik,manufacturing,high
exabytes-network-sdn-bhd,tech_software_internet,high
exact-analytical-sdn-bhd,consulting_professional_services,medium
excel-glamour-housing-sdn-bhd,real_estate_construction,high
excel-metal-industries-sdn-bhd,manufacturing,high
exis-tech-sdn-bhd,tech_hardware_semiconductors,high
experity,tech_software_internet,high
express-employment-professionals-hawaii,consulting_professional_services,high
express-mission-sdn-bhd,consulting_professional_services,medium
f-n-creameries-m-sdn-bhd,consumer_brands,high
f5,tech_software_internet,high
fair-work-m-sdn-bhd,consulting_professional_services,medium
family-care-center,healthcare_provider,high
fastspring,tech_software_internet,high
fatty-chemical-m-sdn-bhd,manufacturing,high
felda-investment-corporation-sdn-bhd,agriculture_food_production,high
ferrotec-power-semiconductor-malaysia-sdn-bhd,tech_hardware_semiconductors,high
figfinancial,finance_fintech,high
filter-man-supply-sdn-bhd,manufacturing,medium
firstent,finance_banking,high
firstkey-homes,real_estate_construction,high
firstservice-residential-texas,real_estate_construction,high
fitson-sdn-bhd,manufacturing,medium
fizz,tech_software_internet,high
fleet-services-by-cox-automotive,automotive,high
fletcherjonesishiringmechanicsandtechnicians,automotive,high
flex-employee-services,consulting_professional_services,high
flexmodus-sdn-bhd,manufacturing,medium
flint-hills-resources,energy_utilities,high
flock-safety,tech_software_internet,high
flsmidth,manufacturing,high
fluence,energy_utilities,high
fluency,tech_software_internet,high
fmc-corporation,agriculture_food_production,high
forcebrands,consulting_professional_services,high
formach-asia-sdn-bhd,manufacturing,medium
formance,finance_fintech,high
forsyth-barnes,consulting_professional_services,high
fortinet-philippines,tech_software_internet,high
fortna,consulting_professional_services,high
fortune-brands-innovations,consumer_brands,high
fourier,manufacturing,high
franklin-electric,manufacturing,high
franklin-templeton,finance_fintech,high
freeport-mcmoran,manufacturing,high
front-tech-engineering-sdn-bhd,energy_utilities,medium
fuel-cycle,consulting_professional_services,high
fulcrumglobaltechnologies,tech_software_internet,high
fundwell,finance_fintech,high
fusion-academy,education_k12,high
fustis-llc,consulting_professional_services,high
futurestandard,finance_fintech,high
gaintheory,media_entertainment,high
galur-unggul-sdn-bhd,consulting_professional_services,medium
galvanizeclimatesolutions,finance_fintech,high
gamer2gamer-sdn-bhd,gaming,high
gateway-search-pte-ltd,consulting_professional_services,high
gcihealth,media_entertainment,high
genesis10,consulting_professional_services,high
genting-berhad,media_entertainment,high
genuine-parts-company,automotive,high
geocomply-2,tech_software_internet,high
geopaq-logic-inc,consulting_professional_services,high
gerbang-nusajaya-sdn-bhd,real_estate_construction,high
getha-1969-sdn-bhd,consumer_brands,high
givaudan,consumer_brands,high
gladron-chemicals-sdn-bhd,healthcare_pharma_biotech,medium
glanbia-nutritionals,consumer_brands,high
global-amity-sdn-bhd,automotive,medium
global-development-technology-sdn-bhd,tech_software_internet,high
goip-business-solution-pte-ltd,telecommunications,medium
goodrx,tech_software_internet,high
goosehead-insurance-agency,finance_insurance,high
gorilla,energy_utilities,high
gosford-leather-industries-sdn-bhd,manufacturing,high
gp-energy-tech-malaysia-sdn-bhd,energy_utilities,medium
grab,tech_software_internet,high
grand-wailea,hospitality_food_service,high
gravity-it-resources,consulting_professional_services,high
green-aquatic-feed-m-sdn-bhd,agriculture_food_production,high
green-healthy-homes-initiative,nonprofit,high
green-lagoon-technology-sdn-bhd,real_estate_construction,medium
greene-resources,consulting_professional_services,high
griffin,finance_banking,high
groma,real_estate_construction,high
grovecollaborative,consumer_brands,high
gsd-land-m-sdn-bhd,real_estate_construction,medium
gtc-associates,consulting_professional_services,high
gtech-llc,consulting_professional_services,high
gtv,media_entertainment,medium
guocera-sdn-bhd-kluang,manufacturing,high
h2lp0ei2nf3oz4ydk7,tech_software_internet,low
hab-construction-sdn-bhd-formerly-known-as-haw-ah-bee-construction-sdn-bhd,real_estate_construction,high
hagerty,finance_insurance,high
hans-advisory-trust-co-ltd,consulting_professional_services,high
harbour-link-group-berhad,transportation_logistics,high
hard-rock-hotel-casino-sacramento,media_entertainment,high
harness,tech_software_internet,high
hck-capital-group,real_estate_construction,high
healing-partners,healthcare_provider,high
healthy-way-m-sdn-bhd,consumer_brands,medium
healthy-world-lifestyle-sdn-bhd-ogawa,consumer_brands,high
hearinglife,healthcare_devices,high
helix-electric,real_estate_construction,high
hellermanntyton-north-america,manufacturing,high
heng-huat-resources-group-berhad,manufacturing,high
hennepin-county,public_sector_government,high
hensel-phelps,real_estate_construction,high
heritage-landscape-supply-group-inc,real_estate_construction,high
hexamatics-servcomm-sdn-bhd,consulting_professional_services,high
hightower-advisors,finance_fintech,high
hilton-waikoloa-village,hospitality_food_service,high
hipagesgroup,tech_software_internet,high
hireminds,consulting_professional_services,high
hitachi-vantara-sdn-bhd,tech_software_internet,high
hks-inc,consulting_professional_services,high
hong-seng-assembly-sdn-bhd,manufacturing,medium
horizon-hospitality-associates-inc,hospitality_food_service,high
hosen-chocolate-sdn-bhd,consumer_brands,high
howard-sloan-search,consulting_professional_services,high
hqda-field-operating-agencies-and-staff-support-agencies,defense_aerospace,high
hspgroup,consulting_professional_services,high
hua-ao-sdn-bhd,finance_fintech,high
hummingsoft-sdn-bhd,consulting_professional_services,high
hunt-military-communities,real_estate_construction,high
hyperheat,tech_software_internet,medium
hyred,consulting_professional_services,high
hyster-yale-group,manufacturing,high
iconix,real_estate_construction,medium
ifit,tech_software_internet,high
iftother,tech_software_internet,high
ignite-reading,education_k12,high
igt,gaming,high
iherb-llc,retail_ecommerce,high
ikano-handel-sdn-bhd,retail_ecommerce,high
ikhasas-sdn-bhd,tech_software_internet,medium
imagine-learning,education_k12,high
imcs,nonprofit,high
imerys,manufacturing,high
incedo-inc,consulting_professional_services,high
indigenouspactpbcinc,healthcare_provider,high
indotronix-international-corporation,consulting_professional_services,high
inflect,tech_software_internet,high
info-services,consulting_professional_services,high
info-tech-systems-integrators-m-sdn-bhd,consulting_professional_services,high
info-way-solutions,consulting_professional_services,high
infomatics-corp,consulting_professional_services,high
infomatics-inc,consulting_professional_services,high
infomina-berhad,consulting_professional_services,high
infosyte-sdn-bhd,consulting_professional_services,high
infstones,finance_fintech,high
ing,finance_banking,high
innovalues-precision-sdn-bhd,manufacturing,high
intelletec,consulting_professional_services,high
intellicept-inc,consulting_professional_services,high
intellisoft-technologies,consulting_professional_services,high
inter-pacific-securities-sdn-bhd,finance_fintech,high
interaction,tech_software_internet,high
international-facility-engineering-m-sdn-bhd,real_estate_construction,high
invitation-homes,real_estate_construction,high
invopop,tech_software_internet,high
ircare-sdn-bhd,healthcare_devices,medium
isatec-sdn-bhd,consulting_professional_services,high
it-business-solutions-sdn-bhd,consulting_professional_services,high
it-usaha-engineering-sdn-bhd,real_estate_construction,medium
itero-group,consulting_professional_services,high
itron-inc,energy_utilities,high
its-testing-services-m-sdn-bhd,consulting_professional_services,high
j-k-wire-harness-sdn-bhd,manufacturing,high
jabil-sdn-bhd-global-business-center,manufacturing,high
jacobs-engineering-group-malaysia-sdn-bhd,consulting_professional_services,high
jadebiosciences,healthcare_pharma_biotech,high
jcr-workforce,consulting_professional_services,high
jd-ross-energy,energy_utilities,high
jetblue,transportation_logistics,high
jmj-phillip-group,consulting_professional_services,high
jnani-tech-support-sdn-bhd,consulting_professional_services,medium
jnw-packaging-sdn-bhd,manufacturing,high
joby-aviation,defense_aerospace,high
johnson-controls-hitachi-air-conditioning-malaysia-sdn-bhd,manufacturing,high
journey,consulting_professional_services,high
julie-s-marketing-sdn-bhd,consumer_brands,high
jvv-international-sdn-bhd,consulting_professional_services,medium
jwp,media_entertainment,high
kace-company,defense_aerospace,high
kanand-corporation,consulting_professional_services,high
kane-partners-llc,consulting_professional_services,high
kastech-software-solutions-group,consulting_professional_services,high
kb-colour-image-sdn-bhd,media_entertainment,medium
kedai-pajak-well-chip-sdn-bhd,finance_fintech,high
kenan-advantage-group,transportation_logistics,high
kenworth-truck-co,manufacturing,high
kerjaya-prospek-m-sdn-bhd,real_estate_construction,high
keycard-labs,tech_software_internet,high
khean-seng-engineering-sdn-bhd,real_estate_construction,medium
khk-plantation,agriculture_food_production,high
kingdom-bsl-technology-sdn-bhd,manufacturing,medium
kiswire-sdn-bhd,manufacturing,high
kl-kepong-rubber-products-sdn-bhd,manufacturing,high
kla,tech_hardware_semiconductors,high
klk-hardwood-flooring-sdn-bhd,manufacturing,high
koch-industries,manufacturing,high
kolej-unikop,education_higher,high
kolibrigames,gaming,high
kossan-latex-industries-m-sdn-bhd,manufacturing,high
kpaonline,consulting_professional_services,high
kraton-corporation,manufacturing,high
kroll,finance_fintech,high
kronosresearch,finance_fintech,high
kruidvat,retail_ecommerce,high
kti-property,real_estate_construction,high
kuan-press-sdn-bhd,manufacturing,medium
la-calisto-sdn-bhd,retail_ecommerce,medium
lacework,tech_software_internet,high
lacto-asia-m-sdn-bhd,consumer_brands,high
laika,media_entertainment,high
landcare-llc,real_estate_construction,high
langsat-osc-sdn-bhd,energy_utilities,medium
launch2,media_entertainment,medium
leantaas,tech_software_internet,high
leddy-group,consulting_professional_services,high
lelandsaylorassociates,consulting_professional_services,high
lendzfinancial,finance_fintech,high
lenox-hill-neighborhood-house,nonprofit,high
leoch-battery-m-sdn-bhd,manufacturing,high
leona,tech_software_internet,high
leppo-concrete-sdn-bhd,manufacturing,medium
lg-electronics-m-sdn-bhd,tech_hardware_semiconductors,high
lg-electronics-north-america,tech_hardware_semiconductors,high
lhoist,manufacturing,high
lightdash,tech_software_internet,high
lightforceorthodontics,healthcare_devices,high
lilt-corporate,tech_software_internet,high
linde-material-handling-m-sdn-bhd,manufacturing,high
lineate,consulting_professional_services,high
link-creation-sdn-bhd,consulting_professional_services,medium
lion-group,other,medium
lirio,tech_software_internet,high
livemed-sdn-bhd,healthcare_devices,high
local-assembly-sdn-bhd,manufacturing,medium
lovisa-asia,retail_ecommerce,high
loyola-medicine,healthcare_provider,high
ls-solutions,consulting_professional_services,high
lumana,tech_software_internet,high
lumenbioscience,healthcare_pharma_biotech,high
lyc-mother-child-centre-sdn-bhd,healthcare_provider,high
lyj-events-marketing-sdn-bhd,consulting_professional_services,medium
lynxtech,tech_software_internet,high
maax-factor-sdn-bhd,finance_fintech,medium
macdermid-performance-solutions,manufacturing,high
mace,consulting_professional_services,high
machines-sdn-bhd,retail_ecommerce,high
maica-corporation-sdn-bhd,manufacturing,medium
makai-labs,tech_software_internet,high
makpar,consulting_professional_services,high
mal-consumer-financial-services-division,finance_fintech,high
malaysia-land-properties-sdn-bhd,real_estate_construction,high
malibu-events-promotions,media_entertainment,medium
mandarin-oriental-hotel-group,hospitality_food_service,high
manjaku-retail-sdn-bhd,retail_ecommerce,high
mantis,media_entertainment,high
map-active-malaysia-sdn-bhd,retail_ecommerce,high
maquettevirtuelle,manufacturing,high
mark-s-food-solutions-sdn-bhd,agriculture_food_production,high
mary-kay-global,consumer_brands,high
materialbank,tech_software_internet,high
matrix-service,real_estate_construction,high
matterworks,healthcare_pharma_biotech,high
maverickx,manufacturing,medium
maxis-clinical-sciences,healthcare_pharma_biotech,high
mbta,transportation_logistics,high
mcc-shared-service-centre-sdn-bhd,consulting_professional_services,medium
mccarthy-building-companies-inc,real_estate_construction,high
mce-technologies-sdn-bhd,manufacturing,medium
mcgriff,finance_insurance,high
mcm-petcare-m-sdn-bhd,consumer_brands,high
mco,retail_ecommerce,medium
mechanicalorchard,tech_software_internet,high
mechmar-boilers-sdn-bhd,manufacturing,high
media-prima-berhad,media_entertainment,high
medispend,tech_software_internet,high
mednet,healthcare_pharma_biotech,high
megacorplogistics,transportation_logistics,high
meinhardt-hong-kong-limited,consulting_professional_services,high
mem0,tech_software_internet,high
membrane,tech_software_internet,high
mercator,tech_software_internet,high
mesiniaga-berhad,consulting_professional_services,high
method.security,tech_software_internet,high
metisinc,consulting_professional_services,high
meyzer360,consulting_professional_services,high
mf-technology-supply-services-m-sdn-bhd,consulting_professional_services,medium
midea-america-corp,consumer_brands,high
mighty-bakery-sdn-bhd,consumer_brands,high
milestone-production-sdn-bhd,media_entertainment,high
minda-global-management-sdn-bhd,consulting_professional_services,medium
mindgrub,consulting_professional_services,high
mindly,tech_software_internet,high
minkey-builder-sdn-bhd,real_estate_construction,medium
minsec-engineering-sdn-bhd,manufacturing,high
miq,media_entertainment,high
miramace,tech_software_internet,high
mission-foods,consumer_brands,high
missioncap,finance_fintech,high
mitsubishi-logisnext-americas-inc,manufacturing,high
ml4t,nonprofit,high
moderntreasury,finance_fintech,high
moh-pharmaceutical-technologies-sdn-bhd,healthcare_pharma_biotech,high
momentous,consumer_brands,high
mondelez-international,consumer_brands,high
moody-s-corporation,finance_fintech,high
moonshot,finance_fintech,high
movon-sdn-bhd,consulting_professional_services,medium
mranti-corporation-sdn-bhd,nonprofit,high
msh-sea-sdn-bhd,finance_insurance,high
mtd-industries-sdn-bhd,manufacturing,medium
mulpha-international-bhd,real_estate_construction,high
murray-resources,consulting_professional_services,high
musixmatch,media_entertainment,high
mvgx-holdings-pte-ltd,finance_fintech,high
my-health-clinic-gong-badak,healthcare_provider,high
myriad-genetics,healthcare_pharma_biotech,high
n2co,consulting_professional_services,high
nam-info-inc,consulting_professional_services,high
nametag,tech_software_internet,high
nano-qt,tech_hardware_semiconductors,high
nansen,finance_fintech,high
nasty,consulting_professional_services,medium
national-audubon-society,nonprofit,high
national-radio-astronomy-observatory,public_sector_government,high
national-security-agency-central-security-service,defense_aerospace,high
nbs-intellectual-sdn-bhd,legal_services,medium
nefab-malaysia-sdn-bhd,manufacturing,high
neo-fashion-of-two-l-meiconsepts-sdn-bhd,retail_ecommerce,high
net-at-work,consulting_professional_services,high
new-york-skin-sdn-bhd,consumer_brands,high
newmark,real_estate_construction,high
newrez-llc,finance_fintech,high
nextdc,tech_software_internet,high
nexus.xyz,finance_fintech,high
ngk-electronics-devices-m-sdn-bhd,tech_hardware_semiconductors,high
nhs-management-llc,healthcare_provider,high
niagara-bottling,consumer_brands,high
nodeverse-sdn-bhd,tech_software_internet,medium
north-west-enterprise-sdn-bhd,consulting_professional_services,medium
northern-tool-equipment,retail_ecommerce,high
nova-buildings-group,real_estate_construction,high
novel,tech_software_internet,high
nucleo,consulting_professional_services,high
nutrien,agriculture_food_production,high
oasishealthpartners,healthcare_provider,high
obsidiansystems,tech_software_internet,high
oceaneering,energy_utilities,high
offshorelaunch,consulting_professional_services,high
oldcastle-infrastructure,manufacturing,high
omnicell,healthcare_devices,high
oncourse-home-solutions,real_estate_construction,high
one-pass-solutions,consulting_professional_services,high
oneimpression,media_entertainment,high
onemain-financial,finance_fintech,high
onetexx-sdn-bhd,manufacturing,medium
ongs-properties-sdn-bhd,real_estate_construction,high
opploans,finance_fintech,high
optimax-eye-specialist-centre-sdn-bhd,healthcare_provider,high
oriental-fortune-trading-malaysia-sdn-bhd,consulting_professional_services,medium
oro-clean-chemie-sdn-bhd,manufacturing,medium
oshihealth,healthcare_provider,high
oshkosh-corporation,defense_aerospace,high
osi-group,agriculture_food_production,high
osim-m-sdn-bhd,consumer_brands,high
oskano-academy-sdn-bhd,education_higher,medium
ostium,finance_fintech,high
oswald-companies,finance_insurance,high
otc-training-centre-sdn-bhd,education_higher,medium
owl-services,real_estate_construction,high
oxford-solutions,consulting_professional_services,high
oxman,tech_software_internet,high
oxosmedical,healthcare_devices,high
oyo-rooms-hospitality-sdn-bhd,hospitality_food_service,high
pacific-scientific-energetic-materials-company,defense_aerospace,high
pacific-trustees-berhad,finance_fintech,high
packsize,manufacturing,high
palette-media,media_entertainment,high
palm-mach-sdn-bhd,manufacturing,medium
palm-oleo-sdn-bhd-gate-b,manufacturing,high
panasonic-north-america,manufacturing,high
paragon-globe-berhad,real_estate_construction,high
paragon-it-professionals,consulting_professional_services,high
parallel-bio,healthcare_pharma_biotech,high
paramount-property-development-sdn-bhd,real_estate_construction,high
partners-personnel,consulting_professional_services,high
patchmypc,tech_software_internet,high
paul-hastings,legal_services,high
payactiv,finance_fintech,high
paydee,finance_fintech,high
paypal,finance_fintech,high
pbk,consulting_professional_services,high
peabody-energy,energy_utilities,high
peace-evolution,consulting_professional_services,medium
peerhealth-malaysia-sdn-bhd-p-s-l-group,consulting_professional_services,high
pelmorex,media_entertainment,high
people-ai,tech_software_internet,high
people-culture-talent,consulting_professional_services,high
peoples-first-insurance-services-llc,finance_insurance,high
perfect-venue,tech_software_internet,high
peritus-a-colina-tech-group,consulting_professional_services,high
petron-bukit-gambir-svc-station,energy_utilities,high
petroplan,consulting_professional_services,high
pets-universe-sdn-bhd,consumer_brands,high
pickles-asia-sdn-bhd,consulting_professional_services,medium
pilgrim-s,agriculture_food_production,high
piper-maddox,consulting_professional_services,high
pivot,tech_software_internet,high
pixl-solutions-pte-ltd,consulting_professional_services,high
pj-trailers,manufacturing,high
pkf-malaysia,consulting_professional_services,high
platform-recruitment,consulting_professional_services,high
platt-electric-supply,retail_ecommerce,high
pluralsight,tech_software_internet,high
plus-one-an-optum-company,healthcare_provider,high
pmb-aluminium-sdn-bhd,manufacturing,high
polaranalytics,tech_software_internet,high
power-extreme-sdn-bhd,real_estate_construction,medium
praxis,consulting_professional_services,high
precast-concrete-pontian-sdn-bhd,manufacturing,high
precede-business-solution-sdn-bhd,consulting_professional_services,medium
premier-group-recruitment,consulting_professional_services,high
premium-sound-solutions-sdn-bhd,manufacturing,high
primary,finance_fintech,high
prismic,tech_software_internet,high
proampac,manufacturing,high
procter-gamble,consumer_brands,high
prolec-energy,energy_utilities,high
promac-enterprises-sdn-bhd,consulting_professional_services,medium
protech-automotive-solutions,automotive,high
prove,tech_software_internet,high
ps-solutions,consulting_professional_services,high
psi-incontrol-sdn-bhd,manufacturing,medium
psrtek,consulting_professional_services,high
public,finance_fintech,high
public-consulting-group,consulting_professional_services,high
publicis-collective,media_entertainment,high
publicis-groupe,media_entertainment,high
qashier,tech_software_internet,high
qashier-sdn-bhd,tech_software_internet,high
qbe-insurance-m-bhd,finance_insurance,high
qcells-north-america,energy_utilities,high
ql-kitchen-sdn-bhd,agriculture_food_production,high
qsc,tech_hardware_semiconductors,high
qualitest,consulting_professional_services,high
quantix-inc,consulting_professional_services,high
quest-financial,consulting_professional_services,high
quilter,tech_software_internet,high
quintus,consulting_professional_services,medium
quip,consumer_brands,high
r-beaute-sdn-bhd,consumer_brands,medium
radius-payment-solutions,finance_fintech,high
radius-recycling,manufacturing,high
rakuten-trade-sdn-bhd,finance_fintech,high
ramsay-sime-darby-health-care,healthcare_provider,high
rand,nonprofit,high
randalls-food-market,retail_ecommerce,high
ranhill-capital-sdn-bhd,finance_fintech,medium
rapid-growth-technology-sdn-bhd,manufacturing,medium
rapid-response-monitoring,consulting_professional_services,medium
rasa,tech_software_internet,high
ratp-dev-usa,transportation_logistics,high
ravago-manufacturing-americas,manufacturing,high
reach,tech_software_internet,high
ready,tech_software_internet,high
realpage-inc,tech_software_internet,high
recraft,tech_software_internet,high
recruitingprograms,consulting_professional_services,medium
relate-search,consulting_professional_services,high
relaypayments,finance_fintech,high
relayprotocol,finance_fintech,high
reliable-software,consulting_professional_services,high
reliance-one-inc,consulting_professional_services,high
remotewoman,consulting_professional_services,high
remprex-llc,transportation_logistics,high
residenthome,consumer_brands,high
resilience,healthcare_pharma_biotech,high
resmed-malaysia-sdn-bhd-my,healthcare_devices,high
revenuevessel,tech_software_internet,high
revive,tech_software_internet,high
rfs-cekal-sdn-bhd,real_estate_construction,high
rgb-international-bhd,gaming,high
rhymetec,tech_software_internet,high
risklabs,finance_fintech,high
riskledger,tech_software_internet,high
rocketpartners,consulting_professional_services,high
rockwills-corporation-sdn-bhd,legal_services,high
rohde-schwarz-technologies-malaysia-sdn-bhd,tech_hardware_semiconductors,high
root-access,tech_software_internet,high
royal-caribbean-group,hospitality_food_service,high
rqdclearingllc,finance_fintech,high
rstudio,tech_software_internet,high
rt-1994-optical-sdn-bhd,retail_ecommerce,high
rtp,nonprofit,high
running-lab-sdn-bhd,retail_ecommerce,high
runzero,tech_software_internet,high
salad-and-go,hospitality_food_service,high
salcon-engineering-berhad,energy_utilities,high
salt-lake-city-corporation,public_sector_government,high
samsung-semiconductor,tech_hardware_semiconductors,high
sanmina,manufacturing,high
sap-malaysia-sdn-bhd,tech_software_internet,high
sapphire-software-solutions-inc,consulting_professional_services,high
sapsol-technologies-inc-systems-and-process-solutions-for-your-enterprise,consulting_professional_services,high
sapura-energy-berhad-drilling,energy_utilities,high
savage-x-fenty,consumer_brands,high
save-the-children-us,nonprofit,high
sbh-fashion,consumer_brands,high
sbp,nonprofit,high
scanwolf-plastic-industries-sdn-bhd,manufacturing,high
schweitzer-engineering-laboratories-sel,energy_utilities,high
scientific-research-corporation,defense_aerospace,high
sd-dream-world-sdn-bhd,consulting_professional_services,medium
seagate-international-headquarters-pte-ltd,tech_hardware_semiconductors,high
seama-construction-sdn-bhd,real_estate_construction,high
searchasia-consulting-pte-ltd,consulting_professional_services,high
second-front-systems,defense_aerospace,high
secret-recipe-cakes-cafe-sdn-bhd,hospitality_food_service,high
securian-financial,finance_fintech,high
sedania-innovator-berhad,tech_software_internet,medium
sedna,tech_software_internet,high
see-hau-global-sdn-bhd,consulting_professional_services,medium
seisandbox,consulting_professional_services,high
seismic-change.com,consulting_professional_services,high
selangor-human-resource-development-centre-shrdc,education_higher,high
send,tech_software_internet,high
sentient,tech_software_internet,high
sep,consulting_professional_services,high
servicetitan,tech_software_internet,high
sf-global-express-m-sdn-bhd,transportation_logistics,high
sf-metal-sdn-bhd,manufacturing,high
sg-activamedia-m-sdn-bhd,media_entertainment,high
sgnlai,tech_software_internet,high
shabu-yo,hospitality_food_service,high
shamrock-precision-m-sdn-bhd,manufacturing,high
shangri-la-hotels-malaysia-berhad,hospitality_food_service,high
shapr3d,tech_software_internet,high
shi-international-corp,consulting_professional_services,high
shiftcode-analytics-inc,consulting_professional_services,high
shin-chin-seng-enterprise-sdn-bhd,consulting_professional_services,low
shopreli,manufacturing,medium
shorepoint-inc,defense_aerospace,high
sia-partners,consulting_professional_services,high
silverlake-innovation-partners-sdn-bhd,tech_software_internet,high
sim,tech_software_internet,high
simpleclosure,finance_fintech,high
simplesense,tech_software_internet,high
simplisticllc,consulting_professional_services,high
singularity6,gaming,high
sino-biological-inc,healthcare_pharma_biotech,high
sirenopt,tech_hardware_semiconductors,high
sirim-qas-international-sdn-bhd,consulting_professional_services,high
sixfold,finance_insurance,high
sk-jewellery-sdn-bhd,retail_ecommerce,high
skimmer,tech_software_internet,high
sky-power-sdn-bhd,energy_utilities,high
skymavis,gaming,high
skyralio,defense_aerospace,high
smart-warehousing,transportation_logistics,high
snaplogic,tech_software_internet,high
sni-companies,consulting_professional_services,high
softchoice,consulting_professional_services,high
sogeti,consulting_professional_services,high
solaredge-technologies,energy_utilities,high
sols-energy-sdn-bhd,energy_utilities,high
solva,tech_software_internet,high
soniresources,consulting_professional_services,high
sonothera,healthcare_pharma_biotech,high
sorcero,tech_software_internet,high
sorenson-communications,telecommunications,high
southern-acids-cronos-resource-sdn-bhd,energy_utilities,high
southwest-research-institute,defense_aerospace,high
spade,tech_software_internet,high
sparks-group,consulting_professional_services,high
special-enhancement-sdn-bhd,consulting_professional_services,medium
specialized-bicycle-components,consumer_brands,high
spector-ai,tech_software_internet,high
spectrum-retirement-communities-llc,healthcare_provider,high
spirolite-m-sdn-bhd,manufacturing,high
squads,finance_fintech,high
squarepeg,consulting_professional_services,high
standardmetrics,finance_fintech,high
stanzo-collection,consumer_brands,high
starlai-sdn-bhd,manufacturing,medium
starlite-printers-m-sdn-bhd,media_entertainment,medium
stilta,tech_software_internet,high
stone-hendricks-group,consulting_professional_services,high
stonex-group-inc,finance_fintech,high
storm-search,consulting_professional_services,high
strato-solutions-sdn-bhd,consulting_professional_services,high
striiminc,tech_software_internet,high
stronghold,finance_fintech,high
subang-jaya-medical-centre,healthcare_provider,high
subsplash,tech_software_internet,high
sun-yuen-rubber-manufacturing-co-sdn-bhd,manufacturing,high
sunset,finance_fintech,high
suntory-beverage-food-malaysia-sdn-bhd,consumer_brands,high
sunward-pharmaceutical-sdn-bhd,healthcare_pharma_biotech,high
supreme-court-of-the-united-states,public_sector_government,high
svk-technology-solutions-inc,consulting_professional_services,high
swagelok-malaysia,manufacturing,high
swap-asia,tech_software_internet,medium
sweep,tech_software_internet,high
sybill-ai,tech_software_internet,high
sydney-cake-house-sdn-bhd,agriculture_food_production,high
sylvera,tech_software_internet,high
symbotic,manufacturing,high
symphonyai,tech_software_internet,high
synbone-sdn-bhd,healthcare_devices,medium
syngenta,agriculture_food_production,high
syntax,consulting_professional_services,high
t-v-s-d-psb-pte-ltd,consulting_professional_services,high
take2-consulting-llc,consulting_professional_services,high
talent-elite-group,consulting_professional_services,high
talentohc,consulting_professional_services,high
talentplug-llc,consulting_professional_services,high
talkdesk,tech_software_internet,high
talroo,tech_software_internet,high
tdm-berhad,agriculture_food_production,high
teasdale-latin-foods,consumer_brands,high
tech-one-it,consulting_professional_services,high
tech-providers-inc,consulting_professional_services,high
technergetics,defense_aerospace,high
tekstream-solutions,consulting_professional_services,high
teletrackingtechnologiesinc,tech_software_internet,high
telforce-group-llp,telecommunications,high
tempus-ai,healthcare_pharma_biotech,high
teo-seng-capital-berhad,agriculture_food_production,high
texture,tech_software_internet,high
tfp-retail-sdn-bhd-201301018031-1047864-h,retail_ecommerce,high
that1detailer,automotive,high
the-children-s-courtyard,education_k12,high
the-face-hotels-resorts-sdn-bhd,hospitality_food_service,high
the-ford-agency,consulting_professional_services,high
the-forum-group,consulting_professional_services,high
the-goodkind-group-llc,consulting_professional_services,high
the-hartford,finance_insurance,high
the-hub-s-engineering-malaysia-sdn-bhd,manufacturing,medium
the-j-m-smucker-co,consumer_brands,high
the-jacobson-group,consulting_professional_services,high
the-makeover-guys-sdn-bhd,real_estate_construction,high
the-standard,finance_insurance,high
the-studio,consulting_professional_services,high
thefp,media_entertainment,high
themotleyfool,finance_fintech,high
thepacgroup,manufacturing,high
thermo-systems,consulting_professional_services,high
thirdwaveautomation,manufacturing,high
thirstysprout,consulting_professional_services,high
thong-thye-siang-sdn-bhd,consulting_professional_services,medium
thunder-express-sdn-bhd,transportation_logistics,high
tialoc-malaysia-sdn-bhd,real_estate_construction,high
tian-ma-bird-nest-sdn-bhd,consumer_brands,high
titan-system-integration-sdn-bhd,consulting_professional_services,high
tommy-bahama,consumer_brands,high
top-click-sdn-bhd,media_entertainment,medium
top-mech-provincial-sdn-bhd,manufacturing,medium
topsys-it,consulting_professional_services,high
total-dynamic-technology-holding-sdn-bhd,consulting_professional_services,medium
total-e-p-malaysia,media_entertainment,medium
toyota-north-america,automotive,high
transdev-north-america,transportation_logistics,high
transgrid-energy,energy_utilities,high
transgrid-ventures-sdn-bhd,real_estate_construction,high
tranzeal-incorporated,consulting_professional_services,high
trendcell-sdn-bhd,retail_ecommerce,medium
tribalscale,consulting_professional_services,high
tricomas-marketing-sdn-bhd,consumer_brands,medium
trillion-diamond-m-sdn-bhd,retail_ecommerce,high
trisearch,consulting_professional_services,high
truegenics-pte-ltd,retail_ecommerce,high
trustage,finance_insurance,high
trustwill,finance_fintech,high
trustyou,tech_software_internet,high
ts-plastics-sdn-bhd,manufacturing,high
twin-arrow-fertilizer-sdn-bhd,agriculture_food_production,high
u-s-pipe,manufacturing,high
ua-sports-malaysia-sdn-bhd,retail_ecommerce,high
uda-facility-management,real_estate_construction,high
udani-carpets-sdn-bhd,consumer_brands,high
udio,media_entertainment,high
ujet,tech_software_internet,high
ultimed-scientific-sdn-bhd,healthcare_devices,high
